Title,Seller Level,Average Rating,Number of Reviewers,Price (USD),Seller_Level_Encoded,Demand_Score,Value_Score,Cluster,PCA1,PCA2
"I will do excel formulas, vba macros, charts, forms, addins",Level 2 Seller,5.0,56,41.43333333333333,2.0,280.0,6.75784392598552,1,0.1019516851089484,0.14404138520580792
"I will do data mining, web scraping, data extraction,excel CSV job",Top Rated Seller,5.0,1000,15.538095238095238,3.0,5000.0,321.7897640208397,2,8.353752789496705,-0.023830245218819674
"I will do web scraping , data scraping, scraping emails, website scraping",Level 2 Seller,5.0,63,10.361904761904762,2.0,315.0,30.399816176470587,1,0.30923055096770624,-0.048739407775552995
"I will do python web scraping , data entry , and data extraction",Level 2 Seller,5.0,266,5.180952380952381,2.0,1330.0,256.7095588235294,1,3.025261572031111,-0.2018709919996523
I will data scraping web site scraping and data collection,Level 2 Seller,4.9,275,20.71904761904762,2.0,1347.5,65.03677315559642,1,1.7980023453884326,-0.33221284107140553
"I will do perfect web scraping, data mining for you using python",Level 2 Seller,5.0,181,10.361904761904762,2.0,905.0,87.3391544117647,1,1.407463818947924,-0.06728071271480408
I will write web scraper using python for you,Top Rated Seller,5.0,211,51.79047619047619,3.0,1055.0,20.370540639941154,1,1.5061004352686531,0.2502515066797032
"I will do web scraping, crawling and data mining with python and nodejs",Top Rated Seller,5.0,398,82.86190476190477,3.0,1990.0,24.015861157404746,1,2.6782392973909483,0.4599262954846321
"I will do website scraping, python scripts automation, web scrapers",Level 2 Seller,5.0,61,20.71904761904762,2.0,305.0,14.720753849689727,1,0.1920999498249153,0.02115393165207897
I will automate your documents with python scripts,Clients,5.0,16,103.58095238095238,0.0,80.0,0.7723427730783377,0,-0.9258861805313414,0.4396649977919506
I will compose advanced excel formulas and automate excel with vba,Level 2 Seller,5.0,861,5.180952380952381,2.0,4305.0,830.9283088235294,2,10.407706435443666,-0.5004511286313464
I will help you to create your excel project,Level 1 Seller,4.9,16,5.180952380952381,1.0,78.4,15.132352941176471,0,-0.4667519731141821,-0.4610560457811687
"I will automate microsoft excel spreadsheet, excel vba and macros",Level 2 Seller,4.9,125,20.71904761904762,2.0,612.5,29.56216961618019,1,0.6483848253640614,-0.3347183494774797
"I will do web scraping, data mining of any website using python",Level 2 Seller,5.0,630,5.180952380952381,2.0,3150.0,607.9963235294117,2,7.54158078258938,-0.38453178146845335
I will do accurate and lightning fast excel work,Level 2 Seller,5.0,502,15.538095238095238,2.0,2510.0,161.53846153846155,2,3.8745598894233058,-0.03055658755186741
I will automate your workspace with google apps script,Top Rated Seller,5.0,82,103.58095238095238,3.0,410.0,3.9582567120264804,1,0.580109004671826,0.5331504885448501
I will create professional excel and google sheets,Level 2 Seller,5.0,96,31.07619047619048,2.0,480.0,15.445908673000305,1,0.41001633980390684,0.08626898113707009
"I will create your custom excel with vba, macros, dashboard and more",Clients,5.0,27,155.36666666666667,0.0,135.0,0.8689122505900021,0,-0.8768712390479249,0.7370020508200674
"I will do web scraping, data mining and automation task on any website",,5.0,7,20.71904761904762,0.0,35.0,1.6892668352102966,0,-0.9440468289698375,-0.03525381144403689
"I will automate excel, CSV, or google sheets data tasks using python scripting",Level 1 Seller,5.0,25,5.180952380952381,1.0,125.0,24.126838235294116,0,-0.32356740938401474,-0.10872767796093258
I will do automation and build bots in python and selenium,,5.0,123,20.71904761904762,0.0,615.0,29.682831532980924,0,-0.04421006329935249,-0.033493683867083575
"I will create excel and google sheets macros, vba, apps script, api",,5.0,57,181.2619047619048,0.0,285.0,1.5723105214764217,0,-0.6960924341423802,0.8898113164061702
I will be your perfect google sheets wizard,Top Rated Seller,5.0,65,98.4,3.0,325.0,3.3028455284552845,1,0.47237352628891033,0.5008823398070557
"I will do any microsoft excel formula, excel macro, excel vba and chart",Top Rated Seller,5.0,1000,51.79047619047619,3.0,5000.0,96.5428466347922,2,6.8925739547808345,0.34382175097280077
"I will do web scraping, data mining, extraction and data collection",Level 2 Seller,5.0,990,10.361904761904762,2.0,4950.0,477.7113970588235,2,8.936876647727551,-0.1943986423406866
"I will do product scraping, web scraping, image scraping",Level 2 Seller,4.9,100,5.180952380952381,2.0,490.00000000000006,94.57720588235294,1,0.9184716079136364,-0.4744172981117191
I will do web scraping and data mining with python up to 100k rows,Level 2 Seller,5.0,75,20.71904761904762,2.0,375.0,18.09928752011032,1,0.30070093878514625,0.021366360842400924
I will automate your social media searches,Clients,5.0,1,191.6190476190476,0.0,5.0,0.0260934393638171,0,-1.0575755339846222,0.9394812607845361
I will do anything on excel and word templates macros vba formatting,Top Rated Seller,5.0,529,93.2190476190476,3.0,2645.0,28.374029423784233,1,3.515337298757922,0.5404515820680171
I will do web scraping data scraping using python web scraper,,5.0,22,10.361904761904762,0.0,110.0,10.615808823529411,0,-0.7896162242956019,-0.09788546331969453
I will automate your excel with vba and macros,Level 2 Seller,5.0,156,10.361904761904762,2.0,780.0,75.27573529411764,1,1.1747872791216065,-0.06335247014292886
I will code an indicator or strategy in tradingview pinescript,Level 2 Seller,5.0,117,51.79047619047619,2.0,585.0,11.295513056270687,1,0.5057373225453456,0.2113095342400747
"I will develop excel macros, complex formulas and pivot tables",Top Rated Seller,5.0,365,51.79047619047619,3.0,1825.0,35.238139021699155,1,2.5574526811556946,0.26851490036935727
"I will do excel spreadsheet, excel vba, data entry, excel functions",Top Rated Seller,4.9,416,51.79047619047619,3.0,2038.4,39.35858771607209,1,2.8460995356356102,-0.0826954790370573
I will solve your excel or google sheets problem,Top Rated Seller,5.0,873,41.43333333333333,3.0,4365.0,105.34995977473855,2,6.164892500371189,0.254642464619339
"I will do web scraping , data mining and extraction with python",Level 2 Seller,5.0,34,31.07619047619048,2.0,170.0,5.4704259883542745,1,-0.038890886858593654,0.08176619884733795
"I will provide best service in excel, macro, vba, formula, automation",Top Rated Seller,5.0,615,31.07619047619048,3.0,3075.0,98.95035243640821,2,4.5264328782914935,0.15175581311438466
"I will do web scraping, data extraction or build custom web scraper",Top Rated Seller,5.0,337,20.71904761904762,3.0,1685.0,81.32613192369571,1,2.691719500014971,0.05313600808514878
"I will do web scraper, web scraping, data mining, data extraction",Level 1 Seller,4.9,423,10.361904761904762,1.0,2072.7000000000003,200.0307904411765,2,3.220112780617222,-0.48803008529757325
I will create excel formula pivot table excel vba macros dashboards,Level 2 Seller,5.0,115,10.361904761904762,2.0,575.0,55.49172794117647,1,0.7931977538064462,-0.05691015232505349
"I will accurately do data mining, data collection, web scraping",Level 2 Seller,5.0,26,15.538095238095238,2.0,130.0,8.366533864541832,1,-0.06397142573187316,-0.010419451187149925
"I will data mining, web scraping, data processing, aggregate data",Top Rated Seller,5.0,1000,155.36666666666667,3.0,5000.0,32.181935207037114,2,6.439281151033697,0.9805090321713298
I will help you in python,,4.9,27,5.180952380952381,0.0,132.3,25.535845588235293,0,-0.6909455443193131,-0.4942396351898813
I will do your microsoft excel spreadsheet google sheet excel vba,Level 1 Seller,5.0,517,10.361904761904762,1.0,2585.0,249.47150735294116,2,4.176007889239555,-0.14787047956181568
I will do automated excel spreadsheet  with excel formula and excel expert,Level 2 Seller,5.0,22,10.361904761904762,2.0,110.0,10.615808823529411,1,-0.07235897434745417,-0.042297089957677614
"I will do your excel spreadsheet and google sheet projects, vba, formula, functions",Level 2 Seller,5.0,891,10.361904761904762,2.0,4455.0,429.94025735294116,2,8.015477550015337,-0.1788428017560607
"I will automate your excel with vba, macros, and formulas",Level 2 Seller,5.0,22,10.361904761904762,2.0,110.0,10.615808823529411,1,-0.07235897434745417,-0.042297089957677614
I will do web scraping and data extraction from any website,Level 2 Seller,5.0,54,31.07619047619048,2.0,270.0,8.68832362856267,1,0.10591789593576133,0.08321870926338058
I will scrape websites and build scrapers for data mining using python,Level 2 Seller,5.0,107,10.361904761904762,2.0,535.0,51.631433823529406,1,0.7187412610620247,-0.05565311470205341
I will web scrape or mine data from a webpage or website,Level 2 Seller,5.0,1000,10.361904761904762,2.0,5000.0,482.5367647058823,2,9.029947263658078,-0.1959699393694367
"I will be expert in excel, microsoft excel, google sheets, vba, formula, charts etc",Level 2 Seller,5.0,1000,31.07619047619048,2.0,5000.0,160.89488201041985,2,6.955373322108753,0.15192245194219672
I will create you a beautiful custom excel spreadsheet or google sheet,Level 2 Seller,5.0,55,10.361904761904762,2.0,275.0,26.53952205882353,1,0.2347740582232847,-0.04748237015255292
"I will provide service in excel, macros, vba, formulas, and report",Top Rated Seller,5.0,1000,103.58095238095238,3.0,5000.0,48.2714233173961,2,6.56253850221589,0.6736730702367374
"I will automate microsoft excel, vba macros formulas, ms excel data dashboard services",Top Rated Seller,5.0,589,41.43333333333333,3.0,2945.0,71.07803700724055,2,4.181998177186562,0.22585769407339476
"I will do web scraping using python beautifulsoup, selenium, scrapy",Level 2 Seller,5.0,65,31.07619047619048,2.0,325.0,10.45816733067729,1,0.18556272647265662,0.08401758999220403
I will do anything with excel and macros vba as fast as possible,Level 2 Seller,5.0,371,10.361904761904762,2.0,1855.0,179.02113970588235,1,3.175805521627936,-0.09713535626105588
"I will be your google sheets formula, script, and automation expert",Top Rated Seller,5.0,177,103.58095238095238,3.0,885.0,8.54404192717911,1,1.199205739167127,0.54769258577876
I will be the problem solving excel expert for microsoft excel assignment and project,Level 2 Seller,5.0,161,10.361904761904762,2.0,805.0,77.68841911764706,1,1.22132258708687,-0.06413811865730391
"I will automate google sheet and excel formulas, macros, vba, apps script, api",Top Rated Seller,5.0,333,103.58095238095238,3.0,1665.0,16.074383964692903,1,2.215827745285726,0.5715722401839174
I will scrape data using selenium,,5.0,11,31.07619047619048,0.0,55.0,1.7698437021146183,0,-0.9226782370202495,0.02450743850687204
"I will do web scraping, data mining and web crawling using python from any website",Level 2 Seller,5.0,140,20.71904761904762,2.0,700.0,33.78533670420593,1,0.8049198161005043,0.022352639226038563
"I will do web scraping, data scraping and data extraction",Level 2 Seller,5.0,1000,20.71904761904762,2.0,5000.0,241.32383360147094,2,7.476123423657549,0.035401860917244225
"I will do excel vba, macros, automation, ms excel and formulas",Level 2 Seller,4.9,122,20.71904761904762,2.0,597.8000000000001,28.852677545391867,1,0.625392474963574,-0.33476845964560115
I will create and fix any excel formula and macros,Level 2 Seller,5.0,1000,10.361904761904762,2.0,5000.0,482.5367647058823,2,9.029947263658078,-0.1959699393694367
"I will do web scraping, data mining, data scraping, automation",Level 2 Seller,5.0,120,20.71904761904762,2.0,600.0,28.958860032176513,1,0.6497755461573173,0.022049168954150055
"I will automate your excel, csv, xml, json data tasks using python",Level 2 Seller,4.9,50,5.180952380952381,2.0,245.00000000000003,47.28860294117647,1,0.3074031816911693,-0.44992001298579126
"I will do perfect web scrapping,data from any website in any format",Level 2 Seller,5.0,344,5.180952380952381,2.0,1720.0,331.985294117647,2,3.9930442600078826,-0.24101258974296683
"I will do web scraping, data mining, and data extraction",Level 2 Seller,4.9,424,10.361904761904762,2.0,2077.6000000000004,200.50367647058826,2,3.587924373525434,-0.46038805237933106
I will do ms excel macro excel vba microsoft function formula automation,Level 2 Seller,5.0,69,10.361904761904762,2.0,345.0,33.295036764705884,1,0.3650729205260224,-0.04968218599280306
I will simplify and streamline google sheets with apps script,Top Rated Seller,5.0,53,77.68571428571428,3.0,265.0,3.411180581095991,1,0.4065412579953916,0.38041711488056923
I will build intuitive google sheets spreadsheet or fix your sheet,Top Rated Seller,5.0,352,77.68571428571428,3.0,1760.0,22.655388010297905,1,2.3859788751647395,0.4227498220170434
I will do microsoft excel macro excel vba excel formula spreadsheet,Level 2 Seller,5.0,186,10.361904761904762,2.0,930.0,89.75183823529412,1,1.4539991269131876,-0.06806636122917914
I will linkedin company and person all information scraping,Level 2 Seller,5.0,94,5.180952380952381,2.0,470.0,90.71691176470588,1,0.891176670338742,-0.11555875082208697
I will do anything you need in excel spreadsheet,Level 2 Seller,5.0,846,15.538095238095238,2.0,4230.0,272.2341403616304,2,6.720893444913602,-0.04510947601712543
"I will do data mining, web scraping, data extraction, web crawling and data collection",Top Rated Seller,5.0,1000,31.07619047619048,3.0,5000.0,160.89488201041985,2,7.314001947082827,0.17971663862320517
I will build deploy web scraping scripts in python or node js to  vps with gui,Top Rated Seller,5.0,65,176.08095238095237,3.0,325.0,1.8457419476972172,1,0.43319230869213393,0.9449511356239515
I will automate your excel or google sheets spreadsheet with macros,Level 2 Seller,5.0,129,129.47142857142856,2.0,645.0,4.981794107911288,1,0.5098310774903084,0.6610981788554158
I will do python web scraping and data mining,Top Rated Seller,5.0,702,41.43333333333333,3.0,3510.0,84.7144006436042,2,4.970966693101572,0.23731078939625289
